reading_id,sensor_id,timestamp,temperature_c,humidity_pct,battery_pct
792,SENSOR-028,2024-01-01T13:12:00,6.25,14.3,7.7
793,SENSOR-003,2024-01-01T13:13:00,18.24,55.96,41.3
794,SENSOR-030,2024-01-01T13:14:00,26.35,61.16,25.3
795,SENSOR-017,2024-01-01T13:15:00,22.21,79.18,1.6
796,SENSOR-048,2024-01-01T13:16:00,26.39,26.16,18.2
797,SENSOR-026,2024-01-01T13:17:00,-7.51,47.46,70.4
798,SENSOR-021,2024-01-01T13:18:00,22.3,50.95,67.0
799,SENSOR-040,2024-01-01T13:19:00,34.43,40.72,91.8
800,SENSOR-012,2024-01-01T13:20:00,1.61,17.04,98.2
801,SENSOR-017,2024-01-01T13:21:00,37.94,19.57,53.4
802,SENSOR-001,2024-01-01T13:22:00,11.72,11.2,65.6
803,SENSOR-030,2024-01-01T13:23:00,28.05,88.19,96.6
804,SENSOR-039,2024-01-01T13:24:00,29.93,37.25,81.3
805,SENSOR-040,2024-01-01T13:25:00,9.84,70.64,69.0
806,SENSOR-026,2024-01-01T13:26:00,34.26,17.89,13.5
807,SENSOR-013,2024-01-01T13:27:00,-3.84,11.43,97.1
808,SENSOR-002,2024-01-01T13:28:00,1.51,68.38,65.0
809,SENSOR-028,2024-01-01T13:29:00,36.31,87.24,53.9
810,SENSOR-006,2024-01-01T13:30:00,6.55,51.71,47.4
811,SENSOR-002,2024-01-01T13:31:00,-3.59,91.22,73.9
812,SENSOR-029,2024-01-01T13:32:00,43.01,52.43,86.0
813,SENSOR-038,2024-01-01T13:33:00,3.34,36.53,82.9
814,SENSOR-026,2024-01-01T13:34:00,-7.2,10.71,63.0
815,SENSOR-046,2024-01-01T13:35:00,13.75,47.41,49.6
816,SENSOR-038,2024-01-01T13:36:00,22.77,59.89,29.1
817,SENSOR-032,2024-01-01T13:37:00,11.98,56.2,72.5
818,SENSOR-044,2024-01-01T13:38:00,39.78,88.09,23.2
819,SENSOR-004,2024-01-01T13:39:00,19.06,47.98,31.6
820,SENSOR-005,2024-01-01T13:40:00,4.73,68.35,88.9
821,SENSOR-008,2024-01-01T13:41:00,17.21,94.51,34.7
822,SENSOR-045,2024-01-01T13:42:00,13.99,24.52,72.6
823,SENSOR-031,2024-01-01T13:43:00,8.91,30.89,22.0
824,SENSOR-044,2024-01-01T13:44:00,8.65,64.19,84.2
825,SENSOR-043,2024-01-01T13:45:00,15.77,89.49,72.3
826,SENSOR-025,2024-01-01T13:46:00,42.79,84.98,67.3
827,SENSOR-048,2024-01-01T13:47:00,9.81,52.51,97.1
828,SENSOR-011,2024-01-01T13:48:00,24.2,35.42,74.9
829,SENSOR-043,2024-01-01T13:49:00,16.56,25.6,15.6
830,SENSOR-032,2024-01-01T13:50:00,-4.45,47.44,99.4
831,SENSOR-020,2024-01-01T13:51:00,2.91,60.11,99.9
832,SENSOR-023,2024-01-01T13:52:00,38.45,42.13,15.9
833,SENSOR-033,2024-01-01T13:53:00,-8.24,15.73,43.1
834,SENSOR-040,2024-01-01T13:54:00,2.47,60.58,48.6
835,SENSOR-022,2024-01-01T13:55:00,33.17,79.24,77.0
836,SENSOR-036,2024-01-01T13:56:00,4.71,23.61,69.0
837,SENSOR-033,2024-01-01T13:57:00,23.24,19.37,5.0
838,SENSOR-029,2024-01-01T13:58:00,33.94,96.64,75.6
839,SENSOR-007,2024-01-01T13:59:00,32.99,64.87,85.8
840,SENSOR-007,2024-01-01T14:00:00,35.3,13.78,10.5
841,SENSOR-041,2024-01-01T14:01:00,-3.51,28.48,36.2
842,SENSOR-047,2024-01-01T14:02:00,6.07,49.74,50.6
843,SENSOR-047,2024-01-01T14:03:00,37.88,23.89,36.4
844,SENSOR-009,2024-01-01T14:04:00,-3.24,28.17,97.0
845,SENSOR-050,2024-01-01T14:05:00,32.3,32.08,80.9
846,SENSOR-022,2024-01-01T14:06:00,5.77,25.41,26.6
847,SENSOR-046,2024-01-01T14:07:00,31.52,42.46,66.5
848,SENSOR-010,2024-01-01T14:08:00,31.43,57.67,78.7
849,SENSOR-009,2024-01-01T14:09:00,34.1,47.21,40.9
850,SENSOR-030,2024-01-01T14:10:00,42.35,56.45,68.2
851,SENSOR-002,2024-01-01T14:11:00,14.34,79.31,71.8
852,SENSOR-034,2024-01-01T14:12:00,41.9,17.63,31.5
853,SENSOR-050,2024-01-01T14:13:00,-0.96,15.53,75.9
854,SENSOR-043,2024-01-01T14:14:00,40.74,23.59,57.5
855,SENSOR-041,2024-01-01T14:15:00,43.9,81.92,87.6
856,SENSOR-019,2024-01-01T14:16:00,13.06,89.72,70.1
857,SENSOR-020,2024-01-01T14:17:00,29.69,38.23,34.4
858,SENSOR-018,2024-01-01T14:18:00,39.51,64.94,14.7
859,SENSOR-026,2024-01-01T14:19:00,14.54,28.46,54.4
860,SENSOR-040,2024-01-01T14:20:00,25.86,72.77,88.8
861,SENSOR-042,2024-01-01T14:21:00,12.25,27.76,30.2
862,SENSOR-003,2024-01-01T14:22:00,19.56,45.1,71.9
863,SENSOR-009,2024-01-01T14:23:00,18.63,58.67,21.4
864,SENSOR-033,2024-01-01T14:24:00,20.35,56.92,75.7
865,SENSOR-011,2024-01-01T14:25:00,-8.71,90.13,54.0
866,SENSOR-017,2024-01-01T14:26:00,3.27,79.67,72.7
867,SENSOR-033,2024-01-01T14:27:00,-3.93,15.4,37.3
868,SENSOR-041,2024-01-01T14:28:00,17.91,21.14,75.7
869,SENSOR-008,2024-01-01T14:29:00,14.68,61.52,0.5
870,SENSOR-022,2024-01-01T14:30:00,44.06,82.48,98.9
871,SENSOR-037,2024-01-01T14:31:00,29.31,94.38,66.6
872,SENSOR-039,2024-01-01T14:32:00,2.86,36.93,66.7
873,SENSOR-046,2024-01-01T14:33:00,21.5,22.6,37.8
874,SENSOR-048,2024-01-01T14:34:00,3.62,39.51,58.2
875,SENSOR-050,2024-01-01T14:35:00,9.87,18.82,71.2
876,SENSOR-027,2024-01-01T14:36:00,-5.49,15.6,88.9
877,SENSOR-031,2024-01-01T14:37:00,1.81,17.03,67.7
878,SENSOR-026,2024-01-01T14:38:00,22.35,56.71,39.5
879,SENSOR-017,2024-01-01T14:39:00,22.14,67.28,99.7
880,SENSOR-045,2024-01-01T14:40:00,41.21,54.06,97.3
881,SENSOR-011,2024-01-01T14:41:00,-2.06,21.44,71.1
882,SENSOR-009,2024-01-01T14:42:00,43.24,56.19,52.9
883,SENSOR-045,2024-01-01T14:43:00,1.7,52.6,74.6
884,SENSOR-036,2024-01-01T14:44:00,10.31,95.66,60.2
885,SENSOR-027,2024-01-01T14:45:00,-3.93,43.26,29.0
886,SENSOR-034,2024-01-01T14:46:00,-1.57,43.43,99.1
887,SENSOR-020,2024-01-01T14:47:00,6.17,12.52,14.3
888,SENSOR-038,2024-01-01T14:48:00,13.2,94.31,30.5
889,SENSOR-019,2024-01-01T14:49:00,1.86,83.72,48.9
890,SENSOR-008,2024-01-01T14:50:00,20.11,16.08,4.5
891,SENSOR-031,2024-01-01T14:51:00,21.52,60.92,90.0
892,SENSOR-025,2024-01-01T14:52:00,16.14,74.8,60.6
893,SENSOR-049,2024-01-01T14:53:00,-2.38,67.28,76.2
894,SENSOR-043,2024-01-01T14:54:00,14.7,87.97,32.5
895,SENSOR-040,2024-01-01T14:55:00,26.55,46.87,23.3
896,SENSOR-026,2024-01-01T14:56:00,8.64,14.12,67.0
897,SENSOR-029,2024-01-01T14:57:00,30.48,68.13,86.6
898,SENSOR-046,2024-01-01T14:58:00,-8.64,66.71,77.2
899,SENSOR-020,2024-01-01T14:59:00,20.86,21.14,55.9
900,SENSOR-013,2024-01-01T15:00:00,42.53,58.77,75.8
901,SENSOR-037,2024-01-01T15:01:00,18.7,77.55,50.3
902,SENSOR-002,2024-01-01T15:02:00,-3.38,94.26,18.0
903,SENSOR-002,2024-01-01T15:03:00,5.12,28.52,83.0
904,SENSOR-038,2024-01-01T15:04:00,14.43,82.62,60.7
905,SENSOR-026,2024-01-01T15:05:00,22.39,54.23,93.4
906,SENSOR-022,2024-01-01T15:06:00,14.04,47.34,86.0
907,SENSOR-021,2024-01-01T15:07:00,11.01,18.19,98.0
908,SENSOR-035,2024-01-01T15:08:00,-0.75,22.96,25.6
909,SENSOR-006,2024-01-01T15:09:00,-1.52,95.69,67.9
910,SENSOR-004,2024-01-01T15:10:00,23.8,39.28,2.7
911,SENSOR-004,2024-01-01T15:11:00,6.39,18.89,14.2
912,SENSOR-021,2024-01-01T15:12:00,4.19,94.74,90.0
913,SENSOR-004,2024-01-01T15:13:00,1.14,77.69,58.6
914,SENSOR-032,2024-01-01T15:14:00,17.97,55.4,94.9
915,SENSOR-018,2024-01-01T15:15:00,-6.67,51.83,40.7
916,SENSOR-031,2024-01-01T15:16:00,-8.41,67.02,91.4
917,SENSOR-002,2024-01-01T15:17:00,4.8,96.71,67.5
918,SENSOR-016,2024-01-01T15:18:00,31.96,68.64,12.6
919,SENSOR-037,2024-01-01T15:19:00,12.37,17.55,63.6
920,SENSOR-014,2024-01-01T15:20:00,33.06,22.81,54.0
921,SENSOR-011,2024-01-01T15:21:00,33.01,58.38,42.4
922,SENSOR-036,2024-01-01T15:22:00,14.85,10.09,46.5
923,SENSOR-040,2024-01-01T15:23:00,5.91,97.49,0.1
924,SENSOR-031,2024-01-01T15:24:00,5.03,32.58,68.0
925,SENSOR-023,2024-01-01T15:25:00,36.33,29.15,84.1
926,SENSOR-019,2024-01-01T15:26:00,-7.5,76.53,56.3
927,SENSOR-020,2024-01-01T15:27:00,-5.07,72.86,83.0
928,SENSOR-047,2024-01-01T15:28:00,20.61,35.15,43.2
929,SENSOR-040,2024-01-01T15:29:00,17.77,82.19,88.4
930,SENSOR-022,2024-01-01T15:30:00,24.93,98.17,70.8
931,SENSOR-018,2024-01-01T15:31:00,3.53,98.47,34.2
932,SENSOR-030,2024-01-01T15:32:00,42.74,39.56,91.4
933,SENSOR-009,2024-01-01T15:33:00,25.55,10.18,47.7
934,SENSOR-001,2024-01-01T15:34:00,27.0,47.18,89.5
935,SENSOR-046,2024-01-01T15:35:00,16.89,45.35,8.1
936,SENSOR-042,2024-01-01T15:36:00,25.82,58.48,89.3
937,SENSOR-043,2024-01-01T15:37:00,14.48,21.11,97.2
938,SENSOR-025,2024-01-01T15:38:00,35.51,42.22,17.7
939,SENSOR-050,2024-01-01T15:39:00,34.65,98.54,12.5
940,SENSOR-024,2024-01-01T15:40:00,41.49,50.01,22.2
941,SENSOR-002,2024-01-01T15:41:00,31.71,71.25,70.9
942,SENSOR-013,2024-01-01T15:42:00,-5.05,65.21,30.3
943,SENSOR-046,2024-01-01T15:43:00,2.16,98.21,96.7
944,SENSOR-003,2024-01-01T15:44:00,5.44,91.41,70.7
945,SENSOR-014,2024-01-01T15:45:00,-9.61,98.58,63.8
946,SENSOR-008,2024-01-01T15:46:00,37.85,61.22,49.4
947,SENSOR-036,2024-01-01T15:47:00,0.66,76.49,67.2
948,SENSOR-039,2024-01-01T15:48:00,21.08,15.88,12.8
949,SENSOR-005,2024-01-01T15:49:00,-2.99,94.02,85.5
950,SENSOR-034,2024-01-01T15:50:00,30.09,34.69,84.8
951,SENSOR-002,2024-01-01T15:51:00,44.56,72.37,53.3
952,SENSOR-017,2024-01-01T15:52:00,27.44,89.48,0.2
953,SENSOR-028,2024-01-01T15:53:00,25.25,94.88,5.2
954,SENSOR-021,2024-01-01T15:54:00,13.79,99.56,27.4
955,SENSOR-044,2024-01-01T15:55:00,18.51,54.6,51.7
956,SENSOR-003,2024-01-01T15:56:00,38.61,30.21,27.8
957,SENSOR-027,2024-01-01T15:57:00,19.28,38.46,39.2
958,SENSOR-022,2024-01-01T15:58:00,-5.5,61.46,2.5
959,SENSOR-048,2024-01-01T15:59:00,2.41,72.06,95.8
960,SENSOR-016,2024-01-01T16:00:00,0.83,39.63,6.3
961,SENSOR-041,2024-01-01T16:01:00,-4.68,53.2,80.8
962,SENSOR-038,2024-01-01T16:02:00,33.85,94.16,84.1
963,SENSOR-016,2024-01-01T16:03:00,-4.07,31.45,34.1
964,SENSOR-004,2024-01-01T16:04:00,35.19,56.77,23.7
965,SENSOR-005,2024-01-01T16:05:00,32.67,65.76,76.4
966,SENSOR-041,2024-01-01T16:06:00,14.56,21.23,97.5
967,SENSOR-003,2024-01-01T16:07:00,10.76,90.11,69.3
968,SENSOR-009,2024-01-01T16:08:00,-6.59,82.21,5.5
969,SENSOR-040,2024-01-01T16:09:00,24.44,15.92,67.8
970,SENSOR-036,2024-01-01T16:10:00,-7.13,86.49,40.2
971,SENSOR-040,2024-01-01T16:11:00,31.36,30.98,60.0
972,SENSOR-043,2024-01-01T16:12:00,24.32,50.81,46.4
973,SENSOR-028,2024-01-01T16:13:00,38.4,65.73,34.0
974,SENSOR-044,2024-01-01T16:14:00,33.06,50.87,32.8
975,SENSOR-013,2024-01-01T16:15:00,-4.06,11.11,71.3
976,SENSOR-038,2024-01-01T16:16:00,33.42,27.43,57.3
977,SENSOR-041,2024-01-01T16:17:00,17.99,41.99,48.1
978,SENSOR-040,2024-01-01T16:18:00,14.45,31.88,79.7
979,SENSOR-004,2024-01-01T16:19:00,-2.98,62.61,51.3
980,SENSOR-042,2024-01-01T16:20:00,31.49,38.01,88.5
981,SENSOR-050,2024-01-01T16:21:00,-1.99,52.26,60.3
982,SENSOR-019,2024-01-01T16:22:00,10.29,10.73,58.6
983,SENSOR-044,2024-01-01T16:23:00,-2.05,31.36,81.9
984,SENSOR-036,2024-01-01T16:24:00,37.23,47.99,19.5
985,SENSOR-013,2024-01-01T16:25:00,25.23,28.11,6.8
986,SENSOR-013,2024-01-01T16:26:00,26.73,72.53,98.2
987,SENSOR-039,2024-01-01T16:27:00,28.08,86.68,56.6
988,SENSOR-022,2024-01-01T16:28:00,23.89,47.68,16.2
989,SENSOR-030,2024-01-01T16:29:00,38.19,91.95,49.6
990,SENSOR-001,2024-01-01T16:30:00,25.13,72.39,46.7
991,SENSOR-014,2024-01-01T16:31:00,3.15,76.11,95.3
992,SENSOR-022,2024-01-01T16:32:00,34.4,43.83,40.0
993,SENSOR-001,2024-01-01T16:33:00,9.95,16.64,3.0
994,SENSOR-008,2024-01-01T16:34:00,-2.17,49.64,63.1
995,SENSOR-049,2024-01-01T16:35:00,9.8,97.78,19.9
996,SENSOR-019,2024-01-01T16:36:00,-0.42,89.68,71.9
997,SENSOR-022,2024-01-01T16:37:00,36.61,32.14,19.6
998,SENSOR-012,2024-01-01T16:38:00,36.36,91.96,2.1
999,SENSOR-044,2024-01-01T16:39:00,-2.45,68.94,88.5
1000,SENSOR-022,2024-01-01T16:40:00,41.49,37.46,24.0
