transaction_id,timestamp,customer_id,region,channel,amount,status
892,2024-05-25T04:52:00,10392,East,in-store,7.84,completed
893,2024-06-26T05:53:00,10393,North,mobile,373.71,completed
894,2024-07-27T06:54:00,10394,Central,online,1809.19,completed
895,2024-08-28T07:55:00,10395,East,in-store,1142.42,refunded
896,2024-09-01T08:56:00,10396,East,mobile,126.15,pending
897,2024-10-02T09:57:00,10397,North,phone,901.18,refunded
898,2024-11-03T10:58:00,10398,West,online,238.4,completed
899,2024-12-04T11:59:00,10399,North,in-store,1658.72,pending
900,2024-01-05T12:00:00,10400,East,phone,2236.42,refunded
901,2024-02-06T13:01:00,10401,North,phone,2037.6,pending
902,2024-03-07T14:02:00,10402,North,mobile,1001.23,failed
903,2024-04-08T15:03:00,10403,East,mobile,1725.07,failed
904,2024-05-09T16:04:00,10404,West,in-store,283.53,completed
905,2024-06-10T17:05:00,10405,South,online,1040.65,failed
906,2024-07-11T18:06:00,10406,Central,mobile,453.97,failed
907,2024-08-12T19:07:00,10407,East,online,2156.58,pending
908,2024-09-13T20:08:00,10408,West,mobile,283.23,failed
909,2024-10-14T21:09:00,10409,West,online,159.28,refunded
910,2024-11-15T22:10:00,10410,North,in-store,2444.76,refunded
911,2024-12-16T23:11:00,10411,Central,online,1082.69,pending
912,2024-01-17T00:12:00,10412,West,phone,1659.61,failed
913,2024-02-18T01:13:00,10413,South,online,30.1,pending
914,2024-03-19T02:14:00,10414,Central,mobile,2129.83,pending
915,2024-04-20T03:15:00,10415,North,mobile,802.26,refunded
916,2024-05-21T04:16:00,10416,East,online,1267.82,failed
917,2024-06-22T05:17:00,10417,West,in-store,198.0,failed
918,2024-07-23T06:18:00,10418,Central,mobile,220.96,failed
919,2024-08-24T07:19:00,10419,West,phone,297.65,failed
920,2024-09-25T08:20:00,10420,North,online,1009.2,completed
921,2024-10-26T09:21:00,10421,Central,online,2064.95,refunded
922,2024-11-27T10:22:00,10422,Central,in-store,1636.84,failed
923,2024-12-28T11:23:00,10423,East,phone,2063.45,pending
924,2024-01-01T12:24:00,10424,West,phone,1400.82,failed
925,2024-02-02T13:25:00,10425,East,mobile,285.94,pending
926,2024-03-03T14:26:00,10426,North,phone,888.49,refunded
927,2024-04-04T15:27:00,10427,Central,phone,1755.54,completed
928,2024-05-05T16:28:00,10428,South,mobile,351.98,failed
929,2024-06-06T17:29:00,10429,North,phone,1527.52,pending
930,2024-07-07T18:30:00,10430,North,mobile,539.76,pending
931,2024-08-08T19:31:00,10431,East,online,1893.12,completed
932,2024-09-09T20:32:00,10432,Central,online,1930.59,failed
933,2024-10-10T21:33:00,10433,West,in-store,2409.67,completed
934,2024-11-11T22:34:00,10434,Central,online,1383.51,failed
935,2024-12-12T23:35:00,10435,Central,mobile,2311.0,pending
936,2024-01-13T00:36:00,10436,Central,in-store,1826.51,pending
937,2024-02-14T01:37:00,10437,North,mobile,1644.15,refunded
938,2024-03-15T02:38:00,10438,Central,mobile,1047.24,pending
939,2024-04-16T03:39:00,10439,East,mobile,2409.02,refunded
940,2024-05-17T04:40:00,10440,West,in-store,346.31,refunded
941,2024-06-18T05:41:00,10441,Central,phone,1779.97,pending
942,2024-07-19T06:42:00,10442,South,in-store,1560.79,refunded
943,2024-08-20T07:43:00,10443,East,in-store,2453.36,pending
944,2024-09-21T08:44:00,10444,Central,phone,1776.17,refunded
945,2024-10-22T09:45:00,10445,Central,mobile,1457.43,failed
946,2024-11-23T10:46:00,10446,Central,phone,2193.82,failed
947,2024-12-24T11:47:00,10447,North,online,64.16,pending
948,2024-01-25T12:48:00,10448,North,online,500.56,pending
949,2024-02-26T13:49:00,10449,East,phone,366.92,completed
950,2024-03-27T14:50:00,10450,East,in-store,1884.23,completed
951,2024-04-28T15:51:00,10451,East,mobile,257.1,pending
952,2024-05-01T16:52:00,10452,Central,mobile,594.75,refunded
953,2024-06-02T17:53:00,10453,North,mobile,969.5,refunded
954,2024-07-03T18:54:00,10454,Central,online,33.4,refunded
955,2024-08-04T19:55:00,10455,South,mobile,2075.13,refunded
956,2024-09-05T20:56:00,10456,Central,in-store,1940.59,pending
957,2024-10-06T21:57:00,10457,East,mobile,444.39,completed
958,2024-11-07T22:58:00,10458,South,in-store,1837.96,completed
959,2024-12-08T23:59:00,10459,West,online,1071.84,refunded
960,2024-01-09T00:00:00,10460,South,in-store,1460.38,refunded
961,2024-02-10T01:01:00,10461,North,phone,1166.36,pending
962,2024-03-11T02:02:00,10462,North,in-store,2321.64,completed
963,2024-04-12T03:03:00,10463,Central,phone,1226.89,refunded
964,2024-05-13T04:04:00,10464,North,phone,1313.96,pending
965,2024-06-14T05:05:00,10465,Central,online,1965.86,pending
966,2024-07-15T06:06:00,10466,West,mobile,230.77,pending
967,2024-08-16T07:07:00,10467,South,phone,828.34,refunded
968,2024-09-17T08:08:00,10468,South,mobile,2491.58,completed
969,2024-10-18T09:09:00,10469,North,phone,1114.72,pending
970,2024-11-19T10:10:00,10470,North,phone,954.05,completed
971,2024-12-20T11:11:00,10471,West,phone,1351.05,refunded
972,2024-01-21T12:12:00,10472,North,phone,1286.26,failed
973,2024-02-22T13:13:00,10473,West,online,741.79,pending
974,2024-03-23T14:14:00,10474,East,online,2370.58,pending
975,2024-04-24T15:15:00,10475,Central,online,1567.71,pending
976,2024-05-25T16:16:00,10476,South,mobile,2089.33,pending
977,2024-06-26T17:17:00,10477,Central,mobile,1616.76,completed
978,2024-07-27T18:18:00,10478,South,online,1148.6,refunded
979,2024-08-28T19:19:00,10479,North,online,184.05,pending
980,2024-09-01T20:20:00,10480,East,online,1437.83,pending
981,2024-10-02T21:21:00,10481,East,mobile,970.69,failed
982,2024-11-03T22:22:00,10482,West,phone,43.21,completed
983,2024-12-04T23:23:00,10483,Central,online,1603.92,completed
984,2024-01-05T00:24:00,10484,Central,online,1752.5,completed
985,2024-02-06T01:25:00,10485,East,online,725.3,refunded
986,2024-03-07T02:26:00,10486,Central,online,704.51,failed
987,2024-04-08T03:27:00,10487,West,mobile,2055.48,completed
988,2024-05-09T04:28:00,10488,West,in-store,1334.14,pending
989,2024-06-10T05:29:00,10489,West,phone,2400.38,pending
990,2024-07-11T06:30:00,10490,East,phone,2393.52,completed
991,2024-08-12T07:31:00,10491,Central,in-store,308.96,completed
992,2024-09-13T08:32:00,10492,Central,mobile,1343.34,completed
993,2024-10-14T09:33:00,10493,East,in-store,1870.99,refunded
994,2024-11-15T10:34:00,10494,South,mobile,2264.16,pending
995,2024-12-16T11:35:00,10495,South,in-store,552.75,refunded
996,2024-01-17T12:36:00,10496,South,online,454.21,completed
997,2024-02-18T13:37:00,10497,Central,mobile,1612.04,completed
998,2024-03-19T14:38:00,10498,East,online,627.47,pending
999,2024-04-20T15:39:00,10499,Central,mobile,2378.9,refunded
1000,2024-05-21T16:40:00,10000,South,in-store,251.01,completed
